number,name,position,height,weight,date_of_birth,team
19,"Moore, Marlon",WR,72,190,9/3/87,SF
40,"Morris, Darryl",DB,70,188,9/4/90,SF
78,"Okoye, Lawrence",DE,78,304,10/6/91,SF
14,"Osgood, Kassim",WR,77,220,5/20/80,SF
11,"Patton, Quinton",WR,72,204,8/9/90,SF
35,"Reid, Eric",FS,73,213,12/10/91,SF
22,"Rogers, Carlos",CB,72,192,7/2/81,SF
51,"Skuta, Dan",OLB,74,250,4/21/86,SF
94,"Smith, Justin",DE,76,285,9/30/79,SF
68,"Snyder, Adam",G,78,325,1/30/82,SF
27,"Spillman, C.J.",DB,72,199,5/6/86,SF
74,"Staley, Joe",T,77,315,8/30/84,SF
56,"Stupar, Nate",LB,73,240,3/14/88,SF
41,"Ventrone, Raymond",DB,70,200,10/21/82,SF
31,"Whitner, Donte",SS,70,208,7/24/85,SF
57,"Wilhoite, Michael",ILB,72,240,12/7/86,SF
93,"Williams, Ian",NT,73,305,8/31/89,SF
10,"Williams, Kyle",WR,70,186,7/19/88,SF
52,"Willis, Patrick",ILB,73,240,1/25/85,SF
56,"Avril, Cliff",DE,75,260,4/8/86,SEA
78,"Bailey, Alvin",T,75,320,8/26/91,SEA
89,"Baldwin, Doug",WR,70,189,9/21/88,SEA
72,"Bennett, Michael",DE,76,274,11/13/85,SEA
73,"Bowie, Michael",OT,76,332,9/25/91,SEA
39,"Browner, Brandon",CB,76,221,8/2/84,SEA
79,"Bryant, Red",DE,76,323,4/18/84,SEA
77,"Carpenter, James",G,77,321,3/22/89,SEA
31,"Chancellor, Kam",SS,75,232,4/3/88,SEA
91,"Clemons, Chris",DE,75,254,10/30/81,SEA
40,"Coleman, Derrick",FB,72,233,10/18/90,SEA
5,"Daniels, B.J.",QB,71,217,10/24/89,SEA
87,"Davis, Kellen",TE,79,265,10/11/85,SEA
55,"Farwell, Heath",LB,72,235,12/31/81,SEA
48,"Fenner, Chandler",CB,73,189,7/6/90,SEA
68,"Giacomini, Breno",T,79,318,9/27/85,SEA
49,"Gresham, Clint",LS,75,240,8/24/86,SEA
11,"Harvin, Percy",WR,71,184,5/28/88,SEA
74,"Hauptmann, Caylin",OT,76,300,7/10/91,SEA
4,"Hauschka, Steven",K,76,210,6/29/85,SEA
97,"Hill, Jordan",DT,73,303,2/8/91,SEA
51,"Irvin, Bruce",OLB,75,248,11/1/87,SEA
7,"Jackson, Tarvaris",QB,74,225,4/21/83,SEA
61,"Jeanpierre, Lemuel",C,75,301,5/19/87,SEA
32,"Johnson, Jeron",SS,70,212,6/12/88,SEA
15,"Kearse, Jermaine",WR,73,209,2/6/90,SEA
20,"Lane, Jeremy",CB,72,190,7/14/90,SEA
24,"Lynch, Marshawn",RB,71,215,4/22/86,SEA
42,"Maragos, Chris",FS,70,200,1/6/87,SEA
41,"Maxwell, Byron",CB,73,207,2/23/88,SEA
95,"Mayowa, Benson",DE,75,252,8/3/91,SEA
85,"McCoy, Anthony",TE,77,259,12/28/87,SEA
99,"McDaniel, Tony",DT,79,305,1/20/85,SEA
69,"McDonald, Clinton",DT,74,297,1/6/87,SEA
67,"McQuistan, Paul",T,78,315,4/30/83,SEA
92,"Mebane, Brandon",DT,73,311,1/15/85,SEA
33,"Michael, Christine",RB,70,221,11/9/90,SEA
86,"Miller, Zach",TE,77,255,12/11/85,SEA
57,"Morgan, Mike",OLB,75,226,1/16/88,SEA
76,"Okung, Russell",T,77,310,10/7/88,SEA
18,"Rice, Sidney",WR,76,202,9/1/86,SEA
9,"Ryan, Jon",P,72,217,11/26/81,SEA
93,"Schofield, O'Brien",LB,75,242,4/3/87,SEA
98,"Scruggs, Greg",DE,75,284,8/17/90,SEA
25,"Sherman, Richard",CB,75,195,3/30/88,SEA
34,"Simon, Tharold",CB,74,202,3/6/91,SEA
53,"Smith, Malcolm",OLB,72,226,7/5/89,SEA
66,"Spitz, Jason",C,75,298,12/19/82,SEA
64,"Sweezy, J.R.",G,77,298,4/8/89,SEA
81,"Tate, Golden",WR,70,202,8/2/88,SEA
29,"Thomas, Earl",FS,70,202,5/7/89,SEA
28,"Thurmond, Walter",CB,71,190,8/12/87,SEA
22,"Turbin, Robert",RB,70,222,12/2/89,SEA
60,"Unger, Max",C,77,305,4/14/86,SEA
54,"Wagner, Bobby",MLB,72,241,6/27/90,SEA
44,"Ware, Spencer",RB,70,228,11/23/91,SEA
90,"Williams, Jesse",DT,75,325,11/2/90,SEA
82,"Willson, Luke",TE,77,252,1/15/90,SEA
3,"Wilson, Russell",QB,71,206,11/29/88,SEA
50,"Wright, K.J.",OLB,76,246,7/23/89,SEA
55,"Abraham, John",DE,76,263,5/6/78,ARI
94,"Acho, Sam",OLB,75,257,9/6/88,ARI
97,"Alexander, Lorenzo",OLB,73,244,5/31/83,ARI
35,"Arenas, Javier",CB,69,197,10/28/87,ARI
37,"Bell, Yeremiah",SS,72,205,3/3/78,ARI
59,"Benard, Marcus",LB,74,256,7/26/85,ARI
31,"Bethel, Justin",CB,72,200,6/17/90,ARI
52,"Brinkley, Jasper",ILB,73,252,7/12/85,ARI
13,"Brown, Jaron",WR,74,205,1/8/90,ARI
17,"Byrd, LaRon",WR,76,220,8/18/89,ARI
93,"Campbell, Calais",DE,80,300,9/1/86,ARI
20,"Cason, Antoine",CB,73,195,7/9/86,ARI
71,"Colledge, Daryn",G,76,308,2/11/82,ARI
61,"Cooper, Jonathan",OG,74,311,1/19/90,ARI
56,"Dansby, Karlos",ILB,76,250,11/3/81,ARI
45,"Demens, Kenny",ILB,73,242,2/4/90,ARI
90,"Dockett, Darnell",DE,76,290,5/27/81,ARI
81,"Dray, Jim",TE,77,255,12/31/86,ARI
38,"Ellington, Andre",RB,69,199,2/3/89,ARI
74,"Fanaika, Paul",G,77,327,4/9/86,ARI
4,"Feely, Jay",K,70,208,5/23/76,ARI
11,"Fitzgerald, Larry",WR,75,218,8/31/83,ARI
15,"Floyd, Michael",WR,74,220,11/27/89,ARI
69,"Gibson, Mike",T,76,305,11/18/85,ARI
48,"Giordano, Daniel",LB,76,260,9/17/89,ARI
10,"Golden, Brittan",WR,71,186,7/20/88,ARI
84,"Housler, Rob",TE,77,250,3/17/88,ARI
86,"Jefferson, D.C.",TE,78,255,5/7/89,ARI
22,"Jefferson, Tony",DB,71,212,1/27/92,ARI
26,"Johnson, Rashad",FS,71,204,1/2/86,ARI
87,"King, Jeff",TE,75,260,2/19/83,ARI
82,"Leach, Mike",LS,74,235,10/18/76,ARI
14,"Lindley, Ryan",QB,75,232,6/22/89,ARI
70,"Massie, Bobby",T,78,316,8/1/89,ARI
32,"Mathieu, Tyrann",FS,69,186,5/13/92,ARI
28,"Mendenhall, Rashard",RB,70,225,6/19/87,ARI
51,"Minter, Kevin",LB,72,246,12/3/90,ARI
50,"Moch, Dontay",LB,74,255,7/19/88,ARI
57,"Okafor, Alex",LB,76,261,2/8/91,ARI
3,"Palmer, Carson",QB,77,235,12/27/79,ARI
21,"Peterson, Patrick",CB,73,219,7/11/90,ARI
76,"Potter, Nate",OT,77,295,5/16/88,ARI
25,"Powers, Jerraud",CB,70,187,7/19/87,ARI
12,"Roberts, Andre",WR,71,195,1/9/88,ARI
98,"Rucker, Frostee",DE,75,280,9/14/83,ARI
63,"Sendlein, Lyle",C,75,308,3/16/84,ARI
91,"Shaughnessy, Matt",DE,77,285,9/23/86,ARI
29,"Smith, Alfonso",RB,73,209,1/23/87,ARI
58,"So'oto, Vic",LB,75,263,8/19/87,ARI
79,"Sowell, Bradley",OT,79,315,6/6/89,ARI
83,"Sperry, Kory",TE,77,265,4/10/85,ARI
5,"Stanton, Drew",QB,75,243,5/7/84,ARI
66,"Ta'amu, Alameda",NT,75,348,8/23/90,ARI
96,"Talley, Ronald",DE,75,286,2/21/86,ARI
30,"Taylor, Stepfan",RB,69,216,6/9/91,ARI
60,"Thompson, Everrette",DE,78,272,12/18/89,ARI
58,"Washington, Daryl",ILB,74,238,10/9/86,ARI
78,"Watford, Earl",OG,75,300,6/24/90,ARI
34,"Williams, Ryan",RB,69,207,4/9/90,ARI
92,"Williams, Dan",NT,75,314,6/1/87,ARI
73,"Winston, Eric",T,79,302,11/17/83,ARI
9,"Zastudil, Dave",P,75,220,10/26/78,ARI
21,"Adams, Michael",DB,68,181,6/17/85,TB
27,"Banks, Johnthan",CB,74,195,10/3/89,TB
23,"Barron, Mark",SS,74,213,10/27/89,TB
91,"Bowers, Da'Quan",DE,76,288,2/23/90,TB
82,"Byham, Nate",TE,76,264,6/27/88,TB
72,"Carimi, Gabe",G,79,316,6/13/88,TB
33,"Carr, Deveron",DB,71,190,8/10/90,TB
52,"Casillas, Jonathan",OLB,73,227,6/3/87,TB
94,"Clayborn, Adrian",DE,75,280,7/6/88,TB
84,"Crabtree, Tom",TE,76,245,11/4/85,TB
51,"Cutrera, Jacob",LB,75,238,5/18/88,TB
54,"David, Lavonte",OLB,73,233,1/23/90,TB
42,"Demps, Jeff",RB,67,191,1/8/90,TB
69,"Dotson, Demar",T,81,315,10/11/85,TB
48,"Economos, Andrew",LS,73,250,6/24/82,TB
59,"Foster, Mason",MLB,73,241,3/1/89,TB
26,"Gaitor, Anthony",CB,70,182,10/9/88,TB
92,"Gholston, William",DE,78,281,7/31/91,TB
95,"Gibson, Gary",DT,75,312,5/5/82,TB
8,"Glennon, Mike",QB,78,225,12/12/89,TB
38,"Goldson, Dashon",FS,74,200,9/18/84,TB
36,"Gorrer, Danny",CB,72,180,6/1/86,TB
57,"Hayward, Adam",OLB,73,240,6/23/84,TB
83,"Jackson, Vincent",WR,77,230,1/14/83,TB
25,"James, Mike",RB,70,223,4/13/91,TB
29,"Johnson, Leonard",CB,70,202,3/30/90,TB
75,"Joseph, Davin",G,75,313,11/22/83,TB
9,"Koenen, Michael",P,71,198,7/13/82,TB
90,"Landri, Derek",DT,74,290,9/21/83,TB
44,"Larsen, Spencer",LB,74,245,3/4/84,TB
62,"Larsen, Ted",C,74,305,6/13/87,TB
30,"Leonard, Brian",RB,73,225,2/3/84,TB
4,"Lindell, Rian",K,75,227,1/20/77,TB
41,"Lorig, Erik",FB,76,250,11/17/86,TB
22,"Martin, Doug",RB,69,215,1/13/89,TB
93,"McCoy, Gerald",DT,76,300,2/25/88,TB
35,"McCray, Kelcie",SAF,73,205,9/21/88,TB
96,"Means, Steven",DE,75,260,12/5/89,TB
28,"Melvin, Rashaan",DB,74,193,10/2/89,TB
79,"Meredith, Jamon",T,77,312,5/11/86,TB
77,"Nicks, Carl",G,77,349,5/14/85,TB
6,"Orlovsky, Dan",QB,77,230,8/18/83,TB
80,"Owusu, Chris",WR,74,200,1/6/90,TB
17,"Page, Eric",WR,70,180,9/23/91,TB
70,"Penn, Donald",T,77,340,4/27/83,TB
24,"Revis, Darrelle",CB,71,198,7/14/85,TB
71,"Scott, Trevor",DE,77,260,8/30/84,TB
89,"Shepard, Russell",WR,72,195,9/17/90,TB
34,"Smith, Michael",RB,69,205,8/9/88,TB
97,"Spence, Akeem",DT,73,307,11/29/91,TB
88,"Stocker, Luke",TE,77,253,7/17/88,TB
37,"Tandy, Keith",DB,70,205,2/12/89,TB
50,"Te'o-Nesheim, Daniel",DE,75,263,6/12/87,TB
11,"Underwood, Tiquan",WR,73,183,2/17/87,TB
56,"Watson, Dekoda",LB,74,240,3/3/88,TB
19,"Williams, Mike",WR,74,212,5/18/87,TB
81,"Wright, Timothy",TE,76,220,4/7/90,TB
76,"Zuttah, Jeremy",C,76,308,6/1/86,TB
39,"Amerson, David",FS,73,205,12/8/91,WAS
92,"Baker, Chris",DE,74,333,10/8/87,WAS
55,"Barnett, Nick",LB,74,228,5/27/81,WAS
30,"Biggers, E.J.",CB,72,185,6/13/87,WAS
72,"Bowen, Stephen",DE,77,310,3/28/84,WAS
19,"Briscoe, Dezmon",WR,74,210,8/31/89,WAS
94,"Carriker, Adam",DE,78,300,5/6/84,WAS
66,"Chester, Chris",G,75,309,1/12/83,WAS
96,"Cofield, Barry",NT,76,318,3/19/84,WAS
68,"Compton, Tom",T,77,308,5/10/89,WAS
12,"Cousins, Kirk",QB,75,209,8/19/88,WAS
20,"Crawford, Richard",CB,71,188,8/1/90,WAS
83,"Davis, Fred",TE,76,247,1/15/86,WAS
37,"Doughty, Reed",SS,73,206,11/4/82,WAS
59,"Fletcher, London",ILB,70,242,5/19/75,WAS
2,"Forbath, Kai",K,71,197,9/2/87,WAS
88,"Garcon, Pierre",WR,72,212,8/8/86,WAS
73,"Gettis, Adam",G,74,292,12/9/88,WAS
64,"Golston, Kedric",DE,76,318,5/30/83,WAS
10,"Griffin III, Robert",QB,74,217,2/12/90,WAS
8,"Grossman, Rex",QB,73,225,8/23/80,WAS
48,"Gumbs, Jose",DB,70,210,4/20/88,WAS
23,"Hall, DeAngelo",CB,70,193,11/19/83,WAS
85,"Hankerson, Leonard",WR,74,211,1/30/89,WAS
29,"Helu, Roy",RB,71,215,12/7/88,WAS
79,"Hurt, Maurice",G,75,329,11/8/87,WAS
50,"Jackson, Rob",OLB,76,266,11/3/85,WAS
51,"Jenkins, Brandon",LB,74,251,2/9/90,WAS
99,"Jenkins, Jarvis",DE,76,315,4/24/88,WAS
53,"Kehl, Bryan",LB,74,243,6/16/84,WAS
91,"Kerrigan, Ryan",OLB,76,260,8/16/88,WAS
47,"Kimbrough, Jeremy",LB,71,240,5/22/91,WAS
67,"LeRibeus, Josh",G,74,315,7/2/89,WAS
78,"Lichtensteiger, Kory",G,74,284,3/22/85,WAS
31,"Meriweather, Brandon",SS,71,197,1/14/84,WAS
63,"Montgomery, Will",C,75,304,2/13/83,WAS
15,"Morgan, Josh",WR,73,220,6/20/85,WAS
46,"Morris, Alfred",RB,70,218,12/12/88,WAS
89,"Moss, Santana",WR,70,189,6/1/79,WAS
45,"Murphy, Jerome",DB,72,200,1/13/87,WAS
95,"Neild, Chris",NT,74,325,12/1/87,WAS
98,"Orakpo, Brian",OLB,76,257,7/31/86,WAS
84,"Paul, Niles",TE,73,233,8/9/89,WAS
82,"Paulsen, Logan",TE,77,261,2/26/87,WAS
74,"Polumbus, Tyler",T,80,305,4/10/85,WAS
32,"Pugh, Jordan",DB,71,210,1/29/88,WAS
24,"Rambo, Bacarri",SS,72,215,6/27/90,WAS
86,"Reed, Jordan",TE,74,243,7/3/90,WAS
56,"Riley, Perry",ILB,72,238,5/3/88,WAS
11,"Robinson, Aldrick",WR,70,181,11/24/88,WAS
52,"Robinson, Keenan",LB,75,238,7/7/89,WAS
6,"Rocca, Sav",P,77,263,11/20/73,WAS
22,"Royster, Evan",RB,73,216,11/26/87,WAS
57,"Sundberg, Nick",LS,72,251,7/29/87,WAS
54,"Tapp, Darryl",LB,73,270,9/13/84,WAS
41,"Thomas, Phillip",SS,72,210,3/1/89,WAS
25,"Thompson, Chris",RB,68,187,10/20/90,WAS
71,"Williams, Trent",T,77,325,7/19/88,WAS
26,"Wilson, Josh",CB,69,188,3/11/85,WAS
90,"Worthington, Doug",DT,77,311,8/10/87,WAS
36,"Young, Darrel",FB,71,251,4/8/87,WAS
97,"Addison, Mario",DE,75,260,9/6/87,CAR
90,"Alexander, Frank",DE,76,270,12/17/89,CAR
3,"Anderson, Derek",QB,78,240,6/15/83,CAR
25,"Barner, Kenjon",RB,69,190,4/28/89,CAR
77,"Bell, Byron",T,77,340,1/17/89,CAR
93,"Blackburn, Chase",OLB,75,245,6/10/83,CAR
47,"Brockel, Richie",TE,73,255,7/24/86,CAR
62,"Byers, Jeff",C,76,310,9/7/85,CAR
73,"Campbell, Bruce",T,78,320,5/25/88,CAR
78,"Chandler, Nate",T,76,310,6/1/89,CAR
7,"Clausen, Jimmy",QB,74,210,9/21/87,CAR
91,"Cole, Colin",DT,74,335,6/24/80,CAR
58,"Davis, Thomas",OLB,73,235,3/22/83,CAR
31,"Dockery, James",DB,73,185,11/9/88,CAR
92,"Edwards, Dwan",DT,75,305,5/16/81,CAR
29,"Florence, Drayton",CB,72,200,12/19/80,CAR
94,"Fua, Sione",DT,73,310,6/15/88,CAR
9,"Gano, Graham",K,74,200,4/9/87,CAR
98,"Gaydosh, Linden",DT,76,290,1/4/91,CAR
19,"Ginn, Ted",WR,71,185,4/12/85,CAR
30,"Godfrey, Charles",FS,71,210,11/15/85,CAR
69,"Gross, Jordan",T,76,305,7/20/80,CAR
76,"Hardy, Greg",DE,76,290,7/28/88,CAR
84,"Hartsock, Ben",TE,76,265,7/5/80,CAR
87,"Hixon, Domenik",WR,74,205,10/8/84,CAR
96,"Horton, Wes",DE,77,265,1/18/90,CAR
44,"Jansen, J.J.",LS,74,245,1/20/86,CAR
95,"Johnson, Charles",DE,74,285,7/10/86,CAR
42,"Jones, Colin",DB,72,210,10/27/87,CAR
67,"Kalil, Ryan",C,74,300,3/29/85,CAR
56,"Klein, A.J.",ILB,73,245,7/30/91,CAR
59,"Kuechly, Luke",MLB,75,235,4/20/91,CAR
70,"Kugbila, Edmund",G,76,325,9/21/90,CAR
11,"LaFell, Brandon",WR,74,210,11/4/86,CAR
38,"Lester, Robert",SS,73,215,4/30/88,CAR
98,"Lotulelei, Star",DT,74,315,12/20/89,CAR
27,"Mikell, Quintin",SS,70,205,9/16/80,CAR
21,"Mitchell, Mike",FS,72,210,6/10/87,CAR
20,"Moore, D.J.",CB,69,190,3/22/87,CAR
41,"Munnerlyn, Captain",CB,68,195,4/10/88,CAR
1,"Newton, Cam",QB,77,245,5/11/89,CAR
24,"Norman, Josh",CB,72,200,12/15/87,CAR
8,"Nortman, Brad",P,74,210,9/12/89,CAR
88,"Olsen, Greg",TE,77,250,3/11/85,CAR
81,"Pilares, Kealoha",WR,70,205,2/20/88,CAR
75,"Scott, Chris",G,76,315,8/4/87,CAR
57,"Senn, Jordan",LB,71,225,6/11/84,CAR
99,"Short, Kawann",DT,75,310,2/2/89,CAR
66,"Silatolu, Amini",G,76,315,9/16/88,CAR
36,"Smith, Armond",RB,69,195,5/7/86,CAR
89,"Smith, Steve",WR,69,185,5/12/79,CAR
28,"Stewart, Jonathan",RB,70,235,3/21/87,CAR
22,"Thomas, Josh",CB,71,190,5/3/89,CAR
35,"Tolbert, Mike",FB,69,245,11/23/85,CAR
17,"Webb, R.J.",WR,74,205,8/24/87,CAR
70,"Wharton, Travelle",T,76,315,5/19/81,CAR
23,"White, Melvin",CB,73,205,6/26/90,CAR
86,"Williams, Brandon",TE,76,250,10/12/87,CAR
34,"Williams, DeAngelo",RB,69,215,4/25/83,CAR
65,"Williams, Garry",G,75,315,8/20/86,CAR
39,"Zordich, Michael",FB,73,240,10/29/89,CAR
50,"Allen, Russell",OLB,75,238,5/5/86,JAC
93,"Alualu, Tyson",DE,75,295,5/12/87,JAC
19,"Anger, Bryan",P,75,202,10/6/88,JAC
58,"Babin, Jason",DE,75,267,5/24/80,JAC
23,"Ball, Alan",CB,74,197,3/29/85,JAC
14,"Blackmon, Justin",WR,73,210,1/9/90,JAC
24,"Blackmon, Will",CB,72,210,10/27/84,JAC
78,"Bradfield, Cameron",T,76,308,9/14/87,JAC
90,"Branch, Andre",DE,77,265,7/14/89,JAC
60,"Brewster, Michael",C,76,305,7/27/89,JAC
12,"Brown, Mike",WR,70,200,2/9/89,JAC
15,"Burton, Stephen",WR,73,224,12/11/89,JAC
37,"Cyprien, John",SS,72,217,7/29/90,JAC
92,"Deaderick, Brandon",DE,76,305,8/19/87,JAC
26,"Evans, Josh",FS,72,205,6/5/91,JAC
29,"Fleming, Jamell",CB,71,206,5/5/89,JAC
21,"Forsett, Justin",RB,68,194,10/14/85,JAC
11,"Gabbert, Blaine",QB,76,235,10/15/89,JAC
27,"Gratz, Dwayne",CB,71,201,3/8/90,JAC
22,"Guy, Winston",DB,73,218,4/23/90,JAC
86,"Harbor, Clay",TE,75,255,7/2/87,JAC
31,"Harris, Jeremy",CB,74,185,4/26/91,JAC
20,"Harris, Mike",CB,70,188,1/5/89,JAC
55,"Hayes, Geno",OLB,73,226,8/10/87,JAC
7,"Henne, Chad",QB,75,230,7/2/85,JAC
76,"Joeckel, Luke",OT,78,306,11/6/91,JAC
91,"Jones, Abry",DE,76,312,9/8/91,JAC
32,"Jones-Drew, Maurice",RB,67,210,3/23/85,JAC
89,"Lewis, Marcedes",TE,78,272,5/19/84,JAC
53,"Lotulelei, John",ILB,71,233,12/4/91,JAC
25,"Lowery, Dwight",FS,71,212,1/23/86,JAC
99,"Marks, Sen'Derrick",DT,74,294,2/23/87,JAC
35,"McCray, Demetrius",CB,72,185,5/11/91,JAC
63,"Meester, Brad",C,75,292,3/23/77,JAC
97,"Miller, Roy",DT,74,310,7/9/87,JAC
94,"Mincey, Jeremy",DE,76,265,12/14/83,JAC
77,"Nwaneri, Uche",G,75,310,3/20/84,JAC
67,"Pasztor, Austin",T,79,308,11/26/90,JAC
51,"Posluszny, Paul",MLB,74,242,10/10/84,JAC
15,"Price, Taylor",WR,73,195,10/8/87,JAC
42,"Prosinski, Chris",FS,73,208,4/28/87,JAC
65,"Rackley, Will",G,75,310,10/11/89,JAC
87,"Reisner, Allen",TE,75,255,9/29/88,JAC
56,"Reynolds, LaRoy",LB,73,243,11/3/90,JAC
16,"Robinson, Denard",RB,71,197,9/22/90,JAC
18,"Sanders, Ace",WR,67,178,11/11/91,JAC
10,"Scobee, Josh",K,73,210,6/23/82,JAC
84,"Shorts, Cecil",WR,72,202,12/22/87,JAC
2,"Stanzi, Ricky",QB,76,228,9/3/87,JAC
45,"Ta'ufo'ou, Will",FB,71,247,6/19/86,JAC
57,"Thomas, J.T.",LB,73,236,8/15/88,JAC
46,"Tinker, Carson",LS,72,233,11/15/89,JAC
30,"Todman, Jordan",RB,70,198,2/24/90,JAC
83,"Williams, Stephen",WR,77,208,6/29/86,JAC
85,"Williams, D.J.",TE,74,245,9/10/88,JAC
16,"Bonner, Alan",WR,70,190,11/5/90,HOU
34,"Bouye, A.J.",CB,72,191,8/16/91,HOU
50,"Braman, Bryan",LB,77,241,5/4/87,HOU
79,"Brooks, Brandon",G,77,335,8/19/89,HOU
76,"Brown, Duane",T,76,303,8/30/85,HOU
4,"Bullock, Randy",K,69,206,12/16/89,HOU
93,"Crick, Jared",DE,76,285,8/21/89,HOU
56,"Cushing, Brian",ILB,75,249,1/24/87,HOU
81,"Daniels, Owen",TE,75,249,11/9/82,HOU
52,"Dobbins, Tim",ILB,73,234,12/10/82,HOU
23,"Foster, Arian",RB,73,227,8/24/86,HOU
62,"Frierson, Evan",LB,74,234,5/24/90,HOU
66,"Gardner, Andrew",T,78,308,4/4/86,HOU
88,"Graham, Garrett",TE,75,243,8/4/86,HOU
84,"Griffin, Ryan",TE,78,254,1/11/90,HOU
26,"Harris, Brandon",DB,70,189,1/24/90,HOU
68,"Harris, Ryan",T,77,302,3/11/85,HOU
10,"Hopkins, DeAndre",WR,73,218,6/6/92,HOU
25,"Jackson, Kareem",CB,70,188,4/10/88,HOU
96,"Jamison, Tim",DE,75,287,2/26/86,HOU
18,"Jean, Lestar",WR,75,202,2/5/88,HOU
54,"Jefferson, Willie",LB,77,241,1/31/91,HOU
80,"Johnson, Andre",WR,75,230,7/11/81,HOU
60,"Jones, Ben",G,75,308,7/2/89,HOU
33,"Jones, Greg B.",FB,73,251,5/9/81,HOU
24,"Joseph, Johnathan",CB,71,188,4/16/84,HOU
7,"Keenum, Case",QB,73,205,2/17/88,HOU
31,"Keo, Shiloh",FS,71,208,12/17/87,HOU
9,"Lechler, Shane",P,74,237,8/7/76,HOU
17,"Lemon, Alec",WR,73,207,7/1/91,HOU
38,"Manning, Danieal",SS,71,212,8/9/82,HOU
82,"Martin, Keshawn",WR,71,194,3/15/90,HOU
53,"Mays, Joe",ILB,71,244,7/6/85,HOU
21,"McCain, Brice",CB,69,187,12/10/86,HOU
97,"McClain, Terrell",DT,74,293,7/20/88,HOU
59,"Mercilus, Whitney",OLB,76,258,7/21/90,HOU
92,"Mitchell, Earl",NT,75,300,9/25/87,HOU
95,"Montgomery, Sam",LB,75,260,5/25/90,HOU
55,"Myers, Chris",C,76,286,9/15/81,HOU
75,"Newton, Derek",T,78,313,11/16/87,HOU
35,"Pleasant, Eddie",SAF,70,210,12/17/88,HOU
11,"Posey, DeVier",WR,73,210,3/15/90,HOU
77,"Quessenberry, David",OT,77,306,8/24/90,HOU
58,"Reed, Brooks",OLB,75,254,2/28/87,HOU
20,"Reed, Ed",FS,71,205,9/11/78,HOU
8,"Schaub, Matt",QB,77,235,6/25/81,HOU
51,"Sharpton, Darryl",ILB,71,235,1/1/88,HOU
94,"Smith, Antonio",DE,76,289,10/21/81,HOU
74,"Smith, Wade",G,76,295,4/26/81,HOU
36,"Swearinger, D.J.",SS,70,208,9/1/91,HOU
44,"Tate, Ben",RB,71,217,8/21/88,HOU
57,"Tuggle, Justin",LB,75,249,1/4/90,HOU
99,"Watt, J.J.",DE,77,289,3/22/89,HOU
46,"Weeks, Jon",LS,70,246,2/17/86,HOU
67,"White, Cody",G,75,303,7/1/88,HOU
73,"Williams, Brennan",OT,78,314,2/5/91,HOU
54,"Williams, Trevardo",OLB,73,237,12/31/90,HOU
41,"Wood, Cierre",RB,71,215,2/21/91,HOU
13,"Yates, T.J.",QB,76,217,5/28/87,HOU
